eid,date,mealtype,foodtype,people_string
e4354,2016/10/26,breakfast,cereals,"Piper, Piper, Nora, Avery, Rylee, Lydia"
e4357,2016/10/29,dinner,sandwich,Kayden
e4358,2016/10/30,lunch,sushi,Kayden
e4360,2016/11/01,breakfast,oatmeal,
e4361,2016/11/01,dinner,indian food,"Hazel, Piper, Olivia, Layla, Nora, Kinsley, Piper, Rylee, Lydia, Nevaeh"
e4362,2016/11/02,lunch,pasta,
e4365,2016/11/05,breakfast,"eggs, sausages, and bread",
e4366,2016/11/05,dinner,steak,"Jackson, Benjamin, Avery"
e4368,2016/11/06,lunch,pasta,"Emily, Kayden, Carter, Andrew"
e4370,2016/11/07,lunch,chinese food,
e4371,2016/11/10,breakfast,pancakes,"Kayden, Carter, Andrew, Emily"
e4372,2016/11/10,lunch,sandwich,
e4376,2016/11/12,breakfast,cereals,"Andrew, Kayden, Emily"
e4377,2016/11/12,lunch,sushi,
e4379,2016/11/14,dinner,fish and chips,
e4381,2016/11/16,dinner,indian food,
e4382,2016/11/18,breakfast,peanut-butter-jam,
e4385,2016/11/21,breakfast,oatmeal,"Lydia, Hazel, Olivia, Nevaeh, Claire, Piper"
e4390,2016/11/23,dinner,tacos,
e4397,2016/11/26,lunch,tacos,"Avery, Jackson, Benjamin, Willow"
e4400,2016/11/27,breakfast,oatmeal,"Jackson, Willow, Benjamin"
e4404,2016/11/30,lunch,steak,
e4405,2016/11/30,dinner,tacos,"Emily, Carter"
e4407,2016/12/02,lunch,a burger,Emily
e4409,2016/12/03,dinner,fish and chips,
e4411,2016/12/05,lunch,sushi,
e4413,2016/12/06,breakfast,cereals,
e4418,2016/12/11,breakfast,cereals,"Hazel, Nevaeh, Claire, Piper, Eva, Rylee, Kinsley, Piper"
e4419,2016/12/11,dinner,pasta,
e4421,2016/12/12,breakfast,toast and cheese,
e4422,2016/12/12,lunch,sushi,Eva
e4423,2016/12/13,lunch,a burger,
e4425,2016/12/14,lunch,fish and chips,"Kayden, Andrew, Carter, Emily"
e4427,2016/12/15,breakfast,cereals,
e4430,2016/12/16,dinner,fish and chips,
e4431,2016/12/17,dinner,indian food,
e4433,2016/12/19,breakfast,cereals,Andrew
e4435,2016/12/21,breakfast,cereals,"Nora, Nevaeh, Kinsley, Rylee, Eva, Avery, Claire, Piper, Layla, Lydia"
e4439,2016/12/25,breakfast,cereals,"Kayden, Andrew, Carter"
e4442,2016/12/28,lunch,sushi,"Andrew, Carter"
e4444,2016/12/29,breakfast,toast and cheese,
e4445,2016/12/29,lunch,tacos,"Emily, Andrew, Carter, Kayden"
e4446,2016/12/29,dinner,chinese food,Carter
e4448,2016/12/31,breakfast,pancakes,"Emily, Kayden, Carter"
e4539,2017/01/03,dinner,sandwich,"Carter, Emily, Andrew"
e4541,2017/01/05,lunch,sushi,"Avery, Benjamin"
e4542,2017/01/05,dinner,pasta,
e4546,2017/01/08,breakfast,pancakes,"Carter, Emily, Kayden, Andrew"
e4550,2017/01/10,breakfast,pancakes,
e4552,2017/01/11,lunch,indian food,Andrew
e4554,2017/01/12,dinner,chinese food,
e4557,2017/01/13,breakfast,toast and cheese,Kayden
e4558,2017/01/13,dinner,sandwich,
e4561,2017/01/14,breakfast,peanut-butter-jam,
e4562,2017/01/16,lunch,a burger,
e4564,2017/01/17,dinner,tacos,"Piper, Hazel, Eva, Olivia, Claire"
e4567,2017/01/20,lunch,chinese food,
e4568,2017/01/21,breakfast,toast and cheese,
e4569,2017/01/22,lunch,fish and chips,"Hazel, Rylee, Piper, Kinsley, Nevaeh, Claire, Avery, Piper, Lydia, Layla, Eva"
e4570,2017/01/23,lunch,tacos,
e4571,2017/01/23,dinner,a burger,
e4574,2017/01/24,breakfast,cereals,
e4575,2017/01/24,dinner,a burger,
e4576,2017/01/25,dinner,a burger,
e4577,2017/01/26,lunch,pasta,"Carter, Kayden, Emily"
e4578,2017/01/26,dinner,sushi,
e4580,2017/01/27,lunch,tacos,
e4581,2017/01/28,dinner,a burger,
e4583,2017/01/31,lunch,sushi,
e4585,2017/02/02,dinner,steak,
e4588,2017/02/03,breakfast,toast and cheese,
e4589,2017/02/03,lunch,fish and chips,
e4591,2017/02/04,lunch,pasta,"Avery, Benjamin, Willow"
e4597,2017/02/08,dinner,sandwich,
e4600,2017/02/09,breakfast,peanut-butter-jam,
e4606,2017/02/13,lunch,fish and chips,"Carter, Kayden, Emily, Andrew"
e4611,2017/02/16,lunch,indian food,
e4613,2017/02/18,breakfast,"eggs, sausages, and bread",
e4615,2017/02/19,breakfast,toast and cheese,
e4617,2017/02/21,lunch,tacos,"Andrew, Kayden, Carter, Emily"
e4619,2017/02/24,breakfast,pancakes,
e4620,2017/02/25,lunch,chinese food,"Carter, Andrew"
e4622,2017/02/26,breakfast,cereals,"Lydia, Piper, Hazel, Olivia, Nora, Eva, Claire, Layla"
e4623,2017/02/27,breakfast,oatmeal,Andrew
e4624,2017/02/27,dinner,pasta,
e4626,2017/02/28,breakfast,cereals,
e4629,2017/03/02,lunch,fish and chips,
e4630,2017/03/02,dinner,indian food,
e4631,2017/03/03,breakfast,toast and cheese,
e4632,2017/03/03,dinner,indian food,
e4637,2017/03/08,lunch,chinese food,
e4639,2017/03/09,breakfast,"eggs, sausages, and bread",
e4641,2017/03/10,breakfast,peanut-butter-jam,Andrew
e4642,2017/03/11,lunch,fish and chips,"Eva, Nora, Rylee, Hazel"
e4643,2017/03/12,breakfast,pancakes,
e4644,2017/03/12,lunch,sandwich,"Kayden, Carter, Andrew, Emily"
e4645,2017/03/13,breakfast,cereals,
e4655,2017/03/22,lunch,steak,
e4658,2017/03/24,lunch,a burger,
e4659,2017/03/24,dinner,a burger,
e4663,2017/03/27,dinner,sushi,
e4665,2017/03/29,breakfast,oatmeal,"Avery, Claire, Kinsley"
e4668,2017/03/30,dinner,pasta,
e4671,2017/04/01,lunch,fish and chips,
e4680,2017/04/06,dinner,tacos,"Carter, Kayden"
e4681,2017/04/08,dinner,chinese food,
e4686,2017/04/12,lunch,a burger,
e4690,2017/04/18,lunch,fish and chips,
e4691,2017/04/18,dinner,sushi,"Emily, Carter, Andrew, Kayden"
e4695,2017/04/19,lunch,indian food,"Nora, Claire, Kinsley, Avery, Nevaeh, Piper, Lydia, Layla, Hazel, Rylee, Piper, Olivia"
e4697,2017/04/22,breakfast,toast and cheese,
e4699,2017/04/23,lunch,chinese food,Andrew
e4702,2017/04/24,breakfast,"eggs, sausages, and bread",
e4703,2017/04/25,breakfast,oatmeal,
e4710,2017/04/28,dinner,fish and chips,
e4712,2017/04/29,lunch,a burger,Rylee
e4713,2017/04/29,dinner,pasta,
e4721,2017/05/03,breakfast,oatmeal,
e4723,2017/05/04,lunch,sandwich,
e4724,2017/05/04,dinner,tacos,"Emily, Kayden, Carter, Andrew"
e4726,2017/05/07,lunch,a burger,
e4727,2017/05/07,dinner,pasta,
e4729,2017/05/08,dinner,sushi,"Lydia, Avery, Layla, Claire, Rylee, Hazel, Olivia, Eva, Kinsley, Nevaeh"
e4734,2017/05/12,dinner,sandwich,"Andrew, Carter, Kayden, Emily"
e4735,2017/05/13,breakfast,cereals,
e4736,2017/05/13,lunch,fish and chips,
e4737,2017/05/15,lunch,indian food,
e4741,2017/05/19,breakfast,oatmeal,
e4742,2017/05/21,breakfast,peanut-butter-jam,Carter
e4743,2017/05/21,lunch,sandwich,
e4744,2017/05/21,dinner,chinese food,
e4753,2017/05/30,breakfast,peanut-butter-jam,
e4754,2017/05/30,lunch,steak,"Benjamin, Avery, Jackson"
e4756,2017/05/31,dinner,indian food,"Kayden, Andrew, Emily, Carter"
e4759,2017/06/01,breakfast,oatmeal,"Carter, Andrew, Emily"
e4760,2017/06/01,lunch,indian food,"Eva, Nora, Kinsley, Piper, Olivia"
e4762,2017/06/02,breakfast,toast and cheese,
e4763,2017/06/02,dinner,fish and chips,
e4773,2017/06/09,breakfast,cereals,Jackson
e4781,2017/06/15,lunch,a burger,"Kayden, Andrew, Carter, Emily"
e4783,2017/06/16,breakfast,peanut-butter-jam,
e4784,2017/06/16,lunch,indian food,Emily
e4787,2017/06/18,dinner,sushi,Emily
e4793,2017/06/24,dinner,indian food,Emily
e4797,2017/06/26,breakfast,cereals,"Emily, Carter, Kayden, Andrew"
e4798,2017/06/26,dinner,pasta,
e4804,2017/06/30,dinner,pasta,
e4805,2017/07/02,lunch,a burger,
e4806,2017/07/05,dinner,steak,
e4809,2017/07/06,breakfast,oatmeal,"Carter, Andrew"
e4810,2017/07/06,lunch,fish and chips,
e4811,2017/07/06,dinner,pasta,
e4813,2017/07/07,lunch,chinese food,"Eva, Piper, Lydia, Kinsley, Claire, Olivia, Piper, Layla"
e4814,2017/07/07,dinner,pasta,
e4820,2017/07/12,breakfast,cereals,
e4823,2017/07/16,dinner,pasta,
e4828,2017/07/18,dinner,fish and chips,
e4832,2017/07/24,dinner,fish and chips,"Emily, Andrew, Carter, Kayden"
e4834,2017/07/25,dinner,sandwich,
e4835,2017/07/27,dinner,tacos,
e4837,2017/07/29,lunch,indian food,
e4838,2017/07/29,dinner,chinese food,"Rylee, Nora, Claire, Eva, Olivia"
e4840,2017/07/30,breakfast,peanut-butter-jam,"Kayden, Emily"
e4841,2017/07/30,lunch,sandwich,"Kayden, Emily, Andrew"
e4842,2017/07/30,dinner,fish and chips,
e4843,2017/07/31,dinner,a burger,"Emily, Kayden"
e4846,2017/08/01,dinner,pasta,
e4848,2017/08/03,breakfast,toast and cheese,"Kayden, Emily"
e4857,2017/08/10,breakfast,pancakes,
e4858,2017/08/11,breakfast,peanut-butter-jam,
e4860,2017/08/12,lunch,steak,Carter
e4861,2017/08/12,dinner,tacos,"Andrew, Kayden"
e4862,2017/08/13,dinner,steak,
e4863,2017/08/14,dinner,indian food,"Olivia, Hazel, Piper, Nora, Lydia, Avery, Kinsley, Rylee, Eva, Claire, Piper"
e4864,2017/08/15,dinner,a burger,"Rylee, Hazel, Piper, Lydia, Olivia, Piper, Eva, Layla"
e4865,2017/08/16,dinner,tacos,
e4866,2017/08/17,breakfast,"eggs, sausages, and bread","Jackson, Willow"
e4868,2017/08/18,lunch,sushi,"Claire, Piper"
e4870,2017/08/20,dinner,a burger,
e4872,2017/08/21,breakfast,peanut-butter-jam,
e4875,2017/08/23,dinner,indian food,
e4877,2017/08/24,lunch,steak,
e4878,2017/08/24,dinner,chinese food,
e4884,2017/08/26,dinner,sushi,
e4887,2017/08/29,breakfast,toast and cheese,"Emily, Carter"
e4891,2017/08/31,breakfast,pancakes,
e4892,2017/09/02,breakfast,pancakes,"Nevaeh, Layla, Hazel, Avery, Rylee, Kinsley"
e4896,2017/09/04,lunch,indian food,"Piper, Piper, Olivia, Claire, Avery, Hazel, Nora, Kinsley, Nevaeh, Rylee, Layla, Eva"
e4903,2017/09/09,breakfast,oatmeal,"Emily, Kayden, Carter"
e4904,2017/09/09,dinner,sandwich,"Kayden, Carter"
e4913,2017/09/15,breakfast,toast and cheese,
e4915,2017/09/16,breakfast,toast and cheese,
e4916,2017/09/17,breakfast,"eggs, sausages, and bread",
e4918,2017/09/18,lunch,indian food,
e4920,2017/09/19,lunch,steak,
e4921,2017/09/21,breakfast,cereals,
e4922,2017/09/21,dinner,steak,
e4930,2017/09/28,breakfast,peanut-butter-jam,"Andrew, Kayden, Carter, Emily"
e4931,2017/09/28,lunch,sushi,
e4932,2017/09/29,breakfast,cereals,
e4933,2017/09/29,dinner,tacos,"Nora, Lydia, Rylee, Hazel, Nevaeh, Piper, Olivia, Piper, Eva, Layla, Avery, Kinsley, Claire"
e4935,2017/09/30,lunch,sandwich,
e4938,2017/10/04,breakfast,peanut-butter-jam,
e4944,2017/10/09,lunch,fish and chips,
e4947,2017/10/13,lunch,sushi,"Avery, Jackson, Benjamin, Willow"
e4949,2017/10/14,breakfast,toast and cheese,
e4952,2017/10/16,lunch,indian food,
e4953,2017/10/16,dinner,steak,Carter
e4954,2017/10/17,breakfast,oatmeal,
e4957,2017/10/19,breakfast,pancakes,"Emily, Carter, Andrew"
e4960,2017/10/21,breakfast,pancakes,
e4961,2017/10/22,breakfast,"eggs, sausages, and bread",
e4963,2017/10/23,breakfast,toast and cheese,"Emily, Andrew, Carter, Kayden"
e4964,2017/10/23,lunch,sandwich,"Carter, Andrew"
e4966,2017/10/25,dinner,chinese food,
e4968,2017/10/26,dinner,sushi,"Andrew, Emily, Kayden"
e4970,2017/10/28,breakfast,cereals,
e4971,2017/10/28,lunch,fish and chips,
e4975,2017/10/30,lunch,steak,
e4976,2017/10/30,dinner,sandwich,
e4980,2017/11/02,breakfast,oatmeal,
e4982,2017/11/03,lunch,sushi,
e4985,2017/11/04,breakfast,cereals,
e4988,2017/11/05,lunch,fish and chips,Carter
e4992,2017/11/07,dinner,sushi,
e4996,2017/11/09,dinner,chinese food,
e4999,2017/11/10,dinner,tacos,"Olivia, Kinsley, Layla, Nora"
e5004,2017/11/13,lunch,tacos,"Andrew, Kayden, Emily, Carter"
e5007,2017/11/14,breakfast,cereals,
e5008,2017/11/14,lunch,tacos,"Avery, Jackson, Willow, Benjamin"
e5010,2017/11/15,breakfast,pancakes,"Hazel, Kinsley, Piper, Olivia, Eva, Lydia, Nora, Nevaeh, Avery, Rylee, Layla"
e5013,2017/11/16,lunch,a burger,
e5014,2017/11/16,dinner,pasta,
e5017,2017/11/18,breakfast,peanut-butter-jam,
e5018,2017/11/19,lunch,tacos,"Carter, Andrew"
e5024,2017/11/21,lunch,sushi,"Benjamin, Avery, Jackson, Willow"
e5027,2017/11/22,lunch,indian food,
e5028,2017/11/23,breakfast,cereals,
e5031,2017/11/24,lunch,chinese food,"Emily, Carter, Kayden, Andrew"
e5033,2017/11/25,dinner,indian food,
e5036,2017/11/27,dinner,chinese food,
e5038,2017/11/30,lunch,a burger,
e5043,2017/12/04,lunch,fish and chips,"Andrew, Kayden, Carter"
e5048,2017/12/06,dinner,a burger,"Emily, Carter, Andrew"
e5049,2017/12/07,lunch,indian food,
e5050,2017/12/08,lunch,a burger,
e5052,2017/12/10,breakfast,peanut-butter-jam,
e5053,2017/12/10,lunch,steak,
e5054,2017/12/11,lunch,steak,
e5055,2017/12/11,dinner,chinese food,
e5058,2017/12/12,lunch,fish and chips,
e5059,2017/12/12,dinner,steak,
e5061,2017/12/13,lunch,a burger,
e5065,2017/12/17,breakfast,peanut-butter-jam,"Carter, Kayden, Andrew"
e5070,2017/12/19,lunch,fish and chips,"Willow, Benjamin, Jackson"
e5073,2017/12/22,lunch,steak,"Willow, Jackson, Avery"
e5074,2017/12/22,dinner,tacos,"Carter, Kayden"
e5076,2017/12/23,breakfast,oatmeal,
e5079,2017/12/24,lunch,fish and chips,
e5080,2017/12/24,dinner,steak,
e5083,2017/12/27,lunch,indian food,
e5084,2017/12/27,dinner,sushi,"Andrew, Carter, Emily, Kayden"
e5087,2017/12/28,breakfast,cereals,
e5089,2017/12/29,dinner,a burger,"Layla, Nora, Kinsley, Lydia, Avery, Piper"
e5196,2018/01/01,breakfast,toast and cheese,
e5197,2018/01/02,dinner,a burger,
e5200,2018/01/04,lunch,tacos,
e5202,2018/01/05,breakfast,oatmeal,
e5205,2018/01/07,breakfast,cereals,
e5208,2018/01/09,dinner,sandwich,"Kayden, Andrew"
e5209,2018/01/10,breakfast,peanut-butter-jam,Layla
e5210,2018/01/10,lunch,pasta,Emily
e5211,2018/01/10,dinner,indian food,
e5222,2018/01/19,breakfast,oatmeal,Andrew
e5223,2018/01/19,lunch,fish and chips,
e5224,2018/01/19,dinner,sushi,
e5228,2018/01/21,dinner,a burger,"Emily, Kayden, Carter, Andrew"
e5229,2018/01/22,breakfast,pancakes,"Hazel, Avery, Nevaeh, Lydia, Rylee, Layla, Piper, Olivia, Eva, Nora"
e5232,2018/01/23,breakfast,oatmeal,"Kayden, Carter, Andrew"
e5233,2018/01/23,dinner,fish and chips,"Andrew, Emily, Kayden, Carter"
e5235,2018/01/26,dinner,tacos,Willow
e5239,2018/01/31,breakfast,"eggs, sausages, and bread","Kayden, Emily, Carter"
e5240,2018/01/31,lunch,a burger,
e5241,2018/02/01,breakfast,pancakes,
e5242,2018/02/01,lunch,a burger,
e5245,2018/02/03,lunch,sandwich,
e5246,2018/02/03,dinner,tacos,
e5248,2018/02/05,lunch,sushi,
e5249,2018/02/05,dinner,indian food,
e5251,2018/02/06,lunch,pasta,"Kayden, Carter, Andrew, Emily"
e5253,2018/02/07,lunch,pasta,
e5254,2018/02/07,dinner,chinese food,
e5256,2018/02/08,dinner,pasta,
e5257,2018/02/09,lunch,chinese food,
e5259,2018/02/12,breakfast,toast and cheese,"Emily, Carter, Andrew"
e5260,2018/02/12,dinner,pasta,
e5266,2018/02/18,breakfast,peanut-butter-jam,
e5270,2018/02/21,breakfast,cereals,
e5273,2018/02/24,lunch,indian food,"Avery, Hazel, Kinsley, Rylee, Piper, Piper, Nora, Olivia, Eva"
e5275,2018/02/25,breakfast,"eggs, sausages, and bread",
e5282,2018/03/01,breakfast,peanut-butter-jam,
e5284,2018/03/02,dinner,chinese food,Benjamin
e5288,2018/03/05,lunch,sushi,
e5293,2018/03/09,dinner,steak,
e5294,2018/03/10,lunch,pasta,
e5295,2018/03/12,dinner,tacos,
e5296,2018/03/13,lunch,a burger,
e5298,2018/03/14,dinner,a burger,
e5300,2018/03/15,lunch,steak,
e5305,2018/03/17,breakfast,oatmeal,
e5306,2018/03/18,lunch,indian food,
e5307,2018/03/18,dinner,fish and chips,
e5309,2018/03/20,lunch,pasta,
e5314,2018/03/23,dinner,steak,"Andrew, Carter, Emily"
e5323,2018/03/30,dinner,indian food,"Avery, Nora, Nevaeh, Olivia, Eva, Piper, Lydia, Piper, Kinsley, Hazel, Rylee"
e5324,2018/03/31,breakfast,oatmeal,"Kayden, Emily, Carter"
e5325,2018/04/01,dinner,steak,
e5327,2018/04/02,breakfast,toast and cheese,
e5328,2018/04/02,dinner,fish and chips,
e5332,2018/04/08,dinner,tacos,
e5335,2018/04/10,lunch,sushi,
e5339,2018/04/12,breakfast,toast and cheese,
e5347,2018/04/15,lunch,a burger,"Andrew, Emily"
e5350,2018/04/17,dinner,sandwich,"Emily, Andrew, Kayden, Carter"
e5354,2018/04/19,dinner,sandwich,
e5355,2018/04/20,dinner,sushi,"Kayden, Emily, Andrew, Carter"
e5359,2018/04/25,breakfast,oatmeal,
e5360,2018/04/25,lunch,sushi,
e5361,2018/04/25,dinner,a burger,"Nora, Eva, Olivia, Nevaeh, Kinsley, Hazel, Lydia, Claire, Piper, Avery, Piper, Rylee, Layla"
e5362,2018/04/26,breakfast,cereals,
e5364,2018/04/27,dinner,fish and chips,
e5366,2018/04/28,dinner,fish and chips,
e5367,2018/04/29,breakfast,pancakes,
e5372,2018/05/01,lunch,sushi,
e5381,2018/05/06,breakfast,toast and cheese,
e5383,2018/05/07,dinner,sandwich,
e5384,2018/05/08,breakfast,toast and cheese,
e5385,2018/05/09,breakfast,oatmeal,"Jackson, Willow"
e5387,2018/05/12,breakfast,cereals,"Andrew, Emily, Carter, Kayden"
e5388,2018/05/12,dinner,steak,
e5390,2018/05/13,breakfast,peanut-butter-jam,
e5392,2018/05/14,lunch,sushi,
e5395,2018/05/15,breakfast,peanut-butter-jam,
e5397,2018/05/17,breakfast,pancakes,"Emily, Andrew, Kayden, Carter"
e5402,2018/05/22,dinner,indian food,
e5404,2018/05/23,lunch,fish and chips,
e5407,2018/05/24,breakfast,peanut-butter-jam,"Andrew, Kayden"
e5408,2018/05/24,lunch,a burger,
e5409,2018/05/25,dinner,pasta,
e5419,2018/05/31,breakfast,oatmeal,
e5421,2018/06/01,breakfast,toast and cheese,"Emily, Andrew"
e5423,2018/06/02,lunch,tacos,"Lydia, Nora, Piper, Nevaeh, Rylee, Avery, Eva"
e5425,2018/06/03,breakfast,peanut-butter-jam,
e5426,2018/06/03,lunch,indian food,
e5428,2018/06/04,lunch,sandwich,"Avery, Benjamin, Jackson, Willow"
e5430,2018/06/05,breakfast,"eggs, sausages, and bread","Willow, Avery, Jackson, Benjamin"
e5432,2018/06/06,breakfast,pancakes,
e5435,2018/06/13,breakfast,peanut-butter-jam,"Claire, Nevaeh, Kinsley, Lydia, Olivia, Piper, Nora, Piper, Hazel, Avery"
e5436,2018/06/13,lunch,sandwich,
e5437,2018/06/14,lunch,indian food,
e5438,2018/06/15,lunch,chinese food,"Hazel, Olivia, Piper, Avery, Lydia, Rylee, Piper, Eva, Kinsley, Layla, Claire, Nora, Nevaeh"
e5441,2018/06/17,breakfast,toast and cheese,"Kayden, Emily"
e5443,2018/06/18,breakfast,cereals,"Avery, Willow"
e5445,2018/06/19,breakfast,toast and cheese,
e5446,2018/06/20,dinner,pasta,"Benjamin, Willow, Avery, Jackson"
e5448,2018/06/23,breakfast,cereals,"Nora, Olivia, Kinsley, Claire, Layla, Piper"
e5450,2018/06/25,dinner,chinese food,
e5456,2018/06/29,dinner,sandwich,"Layla, Hazel, Olivia, Lydia, Nevaeh, Piper, Eva, Kinsley, Piper, Avery, Rylee, Claire, Nora"
e5457,2018/07/01,dinner,a burger,
e5460,2018/07/04,lunch,sushi,
e5463,2018/07/06,breakfast,toast and cheese,
e5467,2018/07/07,lunch,tacos,"Andrew, Carter"
e5471,2018/07/09,lunch,tacos,
e5477,2018/07/13,lunch,fish and chips,
e5478,2018/07/13,dinner,steak,"Claire, Kinsley, Nevaeh, Piper, Eva"
e5479,2018/07/14,dinner,chinese food,
e5483,2018/07/17,breakfast,cereals,Kayden
e5485,2018/07/19,breakfast,"eggs, sausages, and bread",
e5486,2018/07/20,dinner,indian food,
e5489,2018/07/23,breakfast,cereals,"Layla, Olivia, Claire, Lydia, Nora, Eva, Rylee, Avery, Piper, Hazel"
e5492,2018/07/24,breakfast,toast and cheese,
e5496,2018/07/28,dinner,a burger,
e5498,2018/07/29,breakfast,peanut-butter-jam,"Rylee, Olivia, Piper"
e5500,2018/07/30,breakfast,peanut-butter-jam,
e5501,2018/07/30,dinner,steak,
e5503,2018/08/01,breakfast,pancakes,Jackson
e5505,2018/08/04,dinner,sandwich,
e5507,2018/08/05,dinner,sandwich,"Willow, Avery"
e5512,2018/08/08,dinner,a burger,
e5515,2018/08/12,lunch,pasta,
e5516,2018/08/12,dinner,a burger,"Emily, Carter"
e5518,2018/08/13,dinner,fish and chips,
e5520,2018/08/16,breakfast,"eggs, sausages, and bread",
e5523,2018/08/17,lunch,pasta,
e5526,2018/08/20,dinner,sushi,"Avery, Jackson, Willow"
e5529,2018/08/25,breakfast,"eggs, sausages, and bread",
e5530,2018/08/25,lunch,fish and chips,"Eva, Piper, Claire, Nora, Avery, Piper, Lydia, Layla"
e5532,2018/08/28,breakfast,cereals,"Emily, Carter"
e5535,2018/08/29,breakfast,oatmeal,
e5536,2018/08/30,lunch,indian food,
e5537,2018/08/30,dinner,sandwich,
e5539,2018/09/01,dinner,fish and chips,
e5542,2018/09/03,breakfast,"eggs, sausages, and bread",
e5545,2018/09/04,dinner,a burger,Avery
e5550,2018/09/10,dinner,fish and chips,"Carter, Emily, Andrew, Kayden"
e5553,2018/09/12,dinner,fish and chips,"Andrew, Kayden, Emily"
e5554,2018/09/13,breakfast,cereals,
e5558,2018/09/14,breakfast,pancakes,"Andrew, Carter, Emily"
e5559,2018/09/14,lunch,indian food,
e5562,2018/09/16,lunch,indian food,
e5564,2018/09/18,dinner,indian food,
e5566,2018/09/20,breakfast,oatmeal,"Piper, Nora, Rylee, Hazel, Nevaeh, Lydia, Avery, Olivia"
e5572,2018/09/25,lunch,chinese food,
e5577,2018/09/27,breakfast,peanut-butter-jam,Andrew
e5578,2018/09/27,lunch,steak,
e5580,2018/09/28,lunch,sushi,
e5581,2018/09/28,dinner,pasta,
e5583,2018/10/01,dinner,sushi,
e5586,2018/10/02,dinner,pasta,
e5590,2018/10/04,breakfast,pancakes,Andrew
e5591,2018/10/04,dinner,fish and chips,
e5593,2018/10/07,lunch,chinese food,
e5596,2018/10/09,lunch,tacos,
e5599,2018/10/12,dinner,steak,"Claire, Hazel, Olivia, Piper, Layla, Nora, Avery, Piper, Lydia, Kinsley, Rylee"
e5603,2018/10/14,lunch,indian food,"Emily, Carter"
e5604,2018/10/15,lunch,pasta,
e5605,2018/10/16,dinner,sushi,
e5609,2018/10/20,breakfast,pancakes,
e5613,2018/10/21,breakfast,"eggs, sausages, and bread",
e5616,2018/10/24,breakfast,oatmeal,
e5618,2018/10/25,dinner,pasta,"Emily, Andrew"
e5620,2018/10/26,breakfast,"eggs, sausages, and bread",
e5622,2018/10/27,lunch,steak,
e5623,2018/10/27,dinner,fish and chips,Andrew
e5624,2018/10/29,dinner,a burger,Benjamin
e5625,2018/10/30,breakfast,cereals,
e5626,2018/10/30,dinner,chinese food,
e5629,2018/11/04,breakfast,oatmeal,
e5632,2018/11/06,breakfast,"eggs, sausages, and bread",
e5636,2018/11/08,lunch,sushi,
e5639,2018/11/11,breakfast,"eggs, sausages, and bread",
e5640,2018/11/11,dinner,sushi,
e5643,2018/11/12,dinner,chinese food,
e5645,2018/11/13,lunch,steak,"Andrew, Emily, Carter, Kayden"
e5649,2018/11/16,breakfast,toast and cheese,
e5650,2018/11/16,dinner,sandwich,
e5651,2018/11/17,dinner,tacos,Kayden
e5653,2018/11/18,breakfast,peanut-butter-jam,
e5654,2018/11/18,lunch,a burger,
e5656,2018/11/19,dinner,chinese food,"Willow, Benjamin, Avery, Jackson"
e5659,2018/11/21,breakfast,peanut-butter-jam,"Kayden, Carter, Andrew, Emily"
e5662,2018/11/23,lunch,a burger,"Eva, Hazel, Lydia, Kinsley, Nora, Rylee, Olivia"
e5669,2018/11/28,breakfast,peanut-butter-jam,
e5673,2018/12/02,breakfast,pancakes,
e5674,2018/12/02,dinner,a burger,
e5676,2018/12/03,dinner,chinese food,"Carter, Andrew, Emily, Kayden"
e5681,2018/12/04,breakfast,peanut-butter-jam,
e5683,2018/12/05,dinner,steak,
e5684,2018/12/06,breakfast,toast and cheese,
e5685,2018/12/06,dinner,a burger,
e5689,2018/12/09,breakfast,"eggs, sausages, and bread",
e5690,2018/12/12,breakfast,oatmeal,
e5691,2018/12/12,lunch,pasta,"Piper, Layla, Hazel, Eva, Kinsley, Olivia, Avery, Rylee"
e5692,2018/12/12,dinner,fish and chips,"Benjamin, Willow, Avery, Jackson"
e5694,2018/12/13,dinner,indian food,"Piper, Claire, Piper, Nora"
e5695,2018/12/14,breakfast,pancakes,
e5699,2018/12/15,breakfast,cereals,
e5704,2018/12/18,breakfast,toast and cheese,
e5705,2018/12/18,lunch,fish and chips,"Jackson, Benjamin, Avery, Willow"
e5707,2018/12/19,lunch,pasta,"Olivia, Eva, Hazel, Nevaeh, Avery"
e5710,2018/12/21,dinner,steak,
e5712,2018/12/23,dinner,sushi,
e5715,2018/12/25,breakfast,toast and cheese,
e5720,2018/12/28,dinner,indian food,"Avery, Willow, Jackson"
e5723,2018/12/30,dinner,chinese food,
e5821,2019/01/02,dinner,indian food,
e5831,2019/01/10,breakfast,oatmeal,"Hazel, Claire, Eva, Piper, Avery, Lydia, Rylee"
e5832,2019/01/10,lunch,a burger,
e5836,2019/01/13,breakfast,pancakes,
e5837,2019/01/13,dinner,chinese food,"Rylee, Hazel, Avery, Piper, Claire, Nevaeh, Kinsley, Layla, Olivia, Piper, Lydia"
e5840,2019/01/14,breakfast,peanut-butter-jam,
e5841,2019/01/14,dinner,chinese food,
e5843,2019/01/15,breakfast,toast and cheese,"Kayden, Carter, Emily, Andrew"
e5846,2019/01/18,breakfast,"eggs, sausages, and bread",
e5847,2019/01/18,lunch,fish and chips,"Jackson, Willow, Benjamin, Avery"
e5849,2019/01/19,breakfast,toast and cheese,
e5852,2019/01/20,lunch,a burger,
